EIN,NAME,ICO,STREET,RAW STREET,CITY,STATE,ZIP,Latitude,Longitude,Accuracy Score,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
237030622,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% AMS PTA,5525 SHELBOURNE RD,,BALTIMORE,MD,21227-2736,39.247933,-76.705312,1,3307,3,9,1000,198406,1,16,059035000,1,1,201812,0,0,2,0,12,0,0,0,,BLACK NURSES ASSOCIATION OF BALTIMO
237030655,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% RIDGE RUXTON SCHOOL,6916 N CHARLES ST,,BALTIMORE,MD,21204-3718,39.40449,-76.632468,0.9,0,3,3,1000,200711,1,4,059035000,1,1,201812,5,4,0,1,12,589112,341546,0,P99,
237030674,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% KIM FORSYTH,4601 EBENEZER RD,,BALTIMORE,MD,21236-1906,39.392703,-76.464512,1,0,3,3,1200,200706,1,15,059035000,1,1,201812,0,0,2,0,12,0,0,0,A34,
237030964,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% OVERLEA PTSA,5401 KENWOOD AVE,,BALTIMORE,MD,21206-1418,39.349955,-76.511933,1,0,3,3,2100,200807,1,15,059035000,1,1,201812,4,4,1,0,12,226607,464503,464503,F30,
237030966,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% JENNIFER LYNNE SCHLEUPNER,8100 WISE AVE,,BALTIMORE,MD,21222-4844,39.265065,-76.488167,1,0,3,3,1000,200811,1,15,059035000,1,1,201812,0,0,2,0,12,0,0,0,P80,NOGSLTP-CR
237030967,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,,4300 EBENEZER RD,,BALTIMORE,MD,21236-2142,39.398508,-76.475391,1,0,3,3,2000,200709,1,16,059035000,1,1,201712,4,4,1,0,12,140965,224616,220646,N67,
237030971,PTA MARYLAND CONGRESS POWHATAN ELEMENTARY PTA,% PTA TREASURER POWHATAN,3300 KELOX RD,,BALTIMORE,MD,21207-6225,39.334598,-76.720217,1,1334,4,9,3000,195807,2,0,059035000,5,1,201609,0,0,2,0,9,0,0,0,,33345 OPTIMIST CLUB OF NW BALTIMORE
237030977,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% LINDA BROWN,1500 E HOMBERG AVE,,BALTIMORE,MD,21221-3717,39.313391,-76.450786,1,0,3,3,2000,198006,1,15,059035000,1,1,201806,4,4,1,0,6,104885,134073,134073,,ESSEX COUNTY COLLEGE
237030979,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% CHRISTINA BEDNAR-AYRE,313 WEST RD,,BALTIMORE,MD,21221-3051,39.305607,-76.434958,1,0,3,3,2000,198606,1,16,059035000,1,1,201812,4,5,1,0,12,165159,515389,515389,X20B,
237030991,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% TREASURER- STACEY MILLS,545 CARROLLWOOD RD,,BALTIMORE,MD,21220-3107,39.329493,-76.390978,1,0,3,3,1000,198804,1,15,059035000,1,1,201712,1,3,1,0,12,698,97352,97352,,
237031012,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% VERONICA MAGWOOD,3200 ELBA DR,,BALTIMORE,MD,21207-4401,39.337453,-76.740608,1,0,3,3,1000,198609,1,15,059035000,1,1,201812,4,4,1,0,12,217217,306357,306357,A030,ASSOCIATION
237031028,PTA MARYLAND CONGRESS OF PARENTS AND TEACHERS,,2300 OLD FREDERICK RD,,BALTIMORE,MD,21228-4811,39.272585,-76.770275,1,1931,3,9,2000,196805,0,16,059035000,5,1,,0,0,1,0,6,0,0,0,,LOYOLA COLLEGE ACM STUDENT CHAPTER
237031031,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,,1801 WOODLAWN DR,,BALTIMORE,MD,21207-4008,39.314978,-76.735021,1,0,7,3,1000,199707,2,0,059035000,1,1,201812,4,4,1,0,12,117427,424920,424920,,
237031054,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% JOHN WATTS,7400 NORTH POINT ROAD,,BALTIMORE,MD,21219-1364,39.239001,-76.441351,1,1931,3,9,2800,196805,1,16,059035000,5,1,,0,0,2,0,6,0,0,0,,JOHNS HOPKINS UNIVERSITY
237031055,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,,900 PEMBERTON RD,,BALTIMORE,MD,21212-1620,39.382094,-76.598319,1,0,3,3,1000,199807,1,16,059035000,1,1,201812,4,5,1,0,12,310900,746593,746593,X99Z,
237031109,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% GAYE NL HODGES,5910 CRAIGMONT RD,,BALTIMORE,MD,21228-1207,39.292456,-76.735751,1,1531,4,9,1300,196111,2,0,059035000,5,1,,0,0,2,0,12,0,0,0,,2351 BAYSHORE-NEW JERSEY
237031117,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% MILFORD MILL ACADEMY PTA PRES,3800 WASHINGTON AVE,,BALTIMORE,MD,21244-3735,39.356352,-76.750019,1,0,3,3,1230,201504,1,16,059035000,1,1,201812,0,0,2,0,12,0,0,0,B90,
237031128,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% PTA TREASURER,6200 JOHNNYCAKE RD,,BALTIMORE,MD,21207-3929,39.299531,-76.736542,1,0,3,3,1000,201407,1,4,059035000,1,1,201812,3,1,0,1,12,77447,1,0,P80,
237031278,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% CHASE PTA,11701 EASTERN AVE,,BALTIMORE,MD,21220-1606,39.343867,-76.393065,1,0,3,3,1000,200610,1,16,059035000,1,1,201712,3,4,1,0,12,30149,406302,406302,L20,
237031453,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% CAMPFIELD ELC PTA,6834 ALTER ST,,BALTIMORE,MD,21207-6404,39.351667,-76.722835,1,0,3,3,1000,200612,1,17,059035000,1,1,201812,6,6,1,0,12,4551420,2196597,2196597,T20,
237031457,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% KIM CAMPBELL,7800 W COLLINGHAM DR,,BALTIMORE,MD,21222-2530,39.273158,-76.486533,1,0,3,3,1200,201204,1,15,059035000,1,1,201812,2,3,2,0,12,10669,29130,29130,P20,FROM CON TO CHRIST
237031460,COLGATE ELEMENTARY PTA,,401 51ST ST,,BALTIMORE,MD,21224-2142,39.294492,-76.518327,1,1531,4,9,1300,196111,2,0,059035000,5,1,,0,0,2,0,12,0,0,0,,2983 MONTCLAIR YOUTH
237031470,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% AMANDA JOHNSON,4200 ANNAPOLIS RD,,BALTIMORE,MD,21227-3617,39.236992,-76.642139,1,0,3,3,1000,194212,1,11,059035000,1,1,201806,6,6,1,0,6,1481295,1224853,1224853,,
237031481,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% MARY POTYRAJ,2000 CHURCH RD,,BALTIMORE,MD,21222-3209,39.264801,-76.502037,1,0,3,3,2000,196109,1,11,059035000,1,1,201806,6,7,1,0,6,1362725,8974612,8974612,B28Z,
237031483,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% TRACY GOVER,8902 OLD HARFORD RD,,BALTIMORE,MD,21234-2646,39.399687,-76.536597,1,1026,7,9,1000,194804,2,0,059035000,5,1,201907,1,4,1,0,7,5112,181730,181730,,BETA CHAPTER
237031494,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% RUBY JONES,6700 RICHARDSON RD,,BALTIMORE,MD,21207-4234,39.322622,-76.738208,1,0,3,3,7000,199001,1,10,059035000,1,1,,0,0,6,0,12,0,0,0,,
237031495,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,,3310 WOODVALLEY DR,,BALTIMORE,MD,21208-1955,39.400527,-76.703631,1,0,3,3,1000,199203,1,15,059035000,1,1,201812,0,0,2,0,12,0,0,0,V20Z,
237031498,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,,7855 TRAPPE RD,,BALTIMORE,MD,21222-2347,39.273891,-76.491473,1,0,3,3,1200,199203,1,17,059035000,1,1,201812,8,7,1,0,12,29935132,5877193,5877193,S50Z,
237036779,UNITED GLORIOUS CHURCH OF CHRIST,% REVEREND JOSEPH E DINGLE,3001 GARRISON BLVD,,BALTIMORE,MD,21216-1302,39.322039,-76.678513,1,0,3,3,7000,201405,1,10,001000000,1,1,201412,0,0,0,0,12,0,0,0,X21,
237036780,UNIVERSITY OF BALTIMORE FOUNDATION INC,,1130 N CHARLES ST,,BALTIMORE,MD,21201-5506,39.303277,-76.61642,1,0,3,3,7000,200004,1,10,602927000,1,1,,0,0,6,0,6,0,0,0,X22,
237043516,ISLAMIC SOCIETY OF BALTIMORE MD,,6631 JOHNNYCAKE RD,,BALTIMORE,MD,21244-2401,39.303539,-76.748173,1,0,7,3,1000,200304,2,0,029059000,1,1,201809,0,0,2,0,9,0,0,0,B84,ALUMNI SOCIETY
237046562,J C CROTHERS FOUNDATION INC,% THOMAS E ROSSER,201 NORTH CHARLES STREET,,BALTIMORE,MD,21201-4102,39.291339,-76.614973,1,0,3,3,1000,196411,1,15,602000000,1,1,201809,8,9,1,0,9,22576206,65757917,65578529,Q330,SR VICE PRES OF FINANCE
237047132,THEODORE A AND DORIS B SCHWARTZ FOUNDATION INC,,PO BOX 5986,,,,,0,0,0,0,3,3,7000,201809,1,10,602000000,1,1,,0,0,6,0,12,0,0,0,X30,
237050146,BRISTOL PLAYERS INC,% ALEXANDER SIU CPA,251 S ANN ST,,BALTIMORE,MD,21231-2501,39.288199,-76.591185,1,427,5,9,3000,196708,2,0,119000000,5,1,201812,0,0,2,0,12,0,0,0,,1443 LOCAL
237052856,MARYLAND BAR FOUNDATION INC,,520 W FAYETTE STREET,,BALTIMORE,MD,21201-1781,39.290523,-76.623456,1,0,3,3,1000,196904,1,4,059120000,1,1,201807,4,4,0,1,7,494093,154003,0,,
237052858,HAMPDEN COMMUNITY EVANGELICAL CHURCH,,833 W 34TH ST,,BALTIMORE,MD,21211-2502,39.328427,-76.630451,1,0,3,3,1200,196905,1,4,001000000,2,1,201812,2,2,0,1,12,18251,10039,0,,
237052860,FIRST EVANGELICAL GOSPEL TABERNACLE INC,,3112 W NORTH AVE,,BALTIMORE,MD,21216-3012,39.309255,-76.669997,1,0,5,3,3000,196905,2,0,001000000,5,1,201812,7,8,1,0,12,8674610,13506233,3181717,,
237055638,THRESHOLD INC,,1702 SAINT PAUL ST,,BALTIMORE,MD,21202-2818,39.308957,-76.615099,1,1188,7,9,1000,196905,2,0,059566000,5,1,,0,0,1,0,6,0,0,0,,ZETA EPSILON CHAPTER
237055641,BALTIMORE WASHINGTON LABORERS JOINT TRAINING FUND,% 3200 WILKENS AVENUE,3200 WILKENS AVE,,BALTIMORE,MD,21229-4226,39.275173,-76.66909,1,0,3,3,7100,197004,1,10,566059000,1,1,,0,0,6,0,5,0,0,0,,
237057247,JAMES MOSHER ASSOCIATES INC,,PO BOX 3725,,,,,0,0,0,0,3,3,1200,201801,1,16,349317059,1,1,201712,0,0,2,0,12,0,0,0,G42,
237064127,WINDSOR HILLS NEIGHBORS INC,% DELORES HOSPEDALES TREASURER,2600 TALBOT RD,,BALTIMORE,MD,21216-1620,39.315207,-76.689872,1,1531,4,9,1300,196111,2,0,402059328,5,1,201812,6,8,3,0,12,4775683,27524430,27524430,,38AF WEST VIRGINIA UNIVERSITY
237069231,PUBLIC SCHOOL ADMINISTRATORS AND SUPERVISORS ASSOCIATION OF BALTIM,,2512 N CHARLES ST,,BALTIMORE,MD,21218-4601,39.318546,-76.617422,1,1999,3,9,1200,196905,1,16,264000000,5,1,201906,0,0,2,0,6,0,0,0,B94,NORTHWOOD ELEMENTARY SCHOOL PTA
237075015,SWEET HOPE FREE WILL BAPTIST CHURCH OF BALTIMORE MARYLAND INCORPORATED,,3925 DOLFIELD AVE,,BALTIMORE,MD,21215-5673,39.339924,-76.683032,1,1999,3,9,1200,196905,1,16,001000000,5,1,201906,0,0,2,0,6,0,0,0,,SUMMIT PARK ELEMENTARY SCHOOL PTA
237077064,PTA MARYLAND CONGRESS OF PARENTS & TEACHERS INC,% KRISTIE FISHER,7601 DUNMANWAY,,BALTIMORE,MD,21222-5435,39.257577,-76.510313,1,1999,3,9,1200,196905,1,16,059035000,5,1,201906,0,0,2,0,6,0,0,0,,BERKSHIRE ELEMENTARY
237077792,GRACE POINTE BAPTIST CHURCH,,12029 EASTERN AVE,,BALTIMORE,MD,21220-1301,39.349404,-76.381124,1,1999,3,9,1200,196905,1,16,001000000,5,1,201906,0,0,2,0,6,0,0,0,,BATTLE GROVE ELEMENTARY SCHOOL PTA
237085276,CITY TEMPLE OF BALTIMORE BAPTIST,,317 DOLPHIN ST,,BALTIMORE,MD,21217-3602,39.303875,-76.624365,1,1999,3,9,1200,196905,1,16,001927000,5,1,201706,0,0,2,0,6,0,0,0,,BEAR CREEK ELEMENTARY
237085303,EASTERN ASSOCIATION OF COLLEGES AND EMPLOYERS INC,,3601 E JOPPA RD,,BALTIMORE,MD,21234-3314,39.395137,-76.502173,1,1999,3,9,1000,196905,1,16,205000000,5,1,201906,0,0,2,0,6,0,0,0,,ARBUTUS MIDDLE SCHOOL PTA BALTIMORE
237087691,FIRST CHURCH OF COSMIC SCIENCE,,208 6TH AVE,,BALTIMORE,MD,21225-2739,39.228789,-76.617118,1,1999,3,9,1200,196905,1,16,001000000,5,1,201806,0,0,2,0,6,0,0,0,,RIDGE RUXTON SCHOOL
237089143,MORGAN STATE UNIVERSITY FOUNDATION INCORPORATED,,1700 E COLD SPRING LN,,BALTIMORE,MD,21251-0001,39.345459,-76.581116,0.9,1999,3,9,1200,196905,1,16,040561000,5,1,201906,0,0,2,0,6,0,0,0,,PERRY HALL SENIOR HIGH
237089144,SPECIAL OLYMPICS MARYLAND INC,% GEORGE HERGENHAHN,3701 COMMERCE DR STE 103,,BALTIMORE,MD,21227-1651,39.250647,-76.673185,1,1999,3,9,1200,196905,1,16,994298000,5,1,201706,0,0,2,0,6,0,0,0,,OVERLEA SENIOR HIGH PTA
237091589,CYLBURN ARBORETUM ASSOCIATION INC,,4915 GREENSPRING AVE,,BALTIMORE,MD,21209-4642,39.352989,-76.652413,1,1999,3,9,1200,196905,1,16,350059000,5,1,201906,0,0,2,0,6,0,0,0,,PATAPSCO SENIOR HIGH SCHOOL PTA
237093165,BIBLE BAPTIST CHURCH OF MIDDLE RIVER INC,,420 EASTERN BLVD,,BALTIMORE,MD,21221-6714,39.307837,-76.478106,1,1999,3,9,1200,196905,1,16,001059000,5,1,201906,1,3,2,0,6,9442,42601,21460,,PERRY HALL MIDDLE HIGH PTA
237095854,TOASTMASTERS INTERNATIONAL,% NOONTIMERS CLUB,PO BOX 23203,,,,,0,0,0,0,3,3,1000,201801,1,15,059319000,1,1,201712,0,0,2,0,12,0,0,0,L41,
237097000,COMPREHENSIVE HOUSING ASSISTANCE INC,% TZAHI POSNER,5809 PARK HEIGHTS AVE,,BALTIMORE,MD,21215-3931,39.355081,-76.686842,1,1999,3,9,1200,196905,1,16,382000000,5,1,201806,0,0,2,0,6,0,0,0,,POWHATAN ELEMENTARY SCHOOL PTA
237097008,HERITAGE HOUSE OF BALTIMORE INC,,101 W MOUNT ROYAL AVE,,BALTIMORE,MD,21201-5708,39.305085,-76.61791,1,1999,3,9,1200,196905,1,16,000000000,5,1,201806,0,0,2,0,6,0,0,0,,MARS ESTATES ELEMENTARY PTA
237097212,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,% CARROL PERRINO,1700 E COLD SPRING LN,,BALTIMORE,MD,21251-0001,39.345459,-76.581116,0.9,1999,3,9,1200,196905,1,16,059036000,5,1,201806,0,0,2,0,6,0,0,0,,MIDDLEBOROUGH ELEMENTARY
237102235,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% DONNA EDWARDS,190 W OSTEND STREET,,BALTIMORE,MD,21230-3794,39.275414,-76.619873,1,1999,3,9,1200,196905,1,16,263059264,5,1,201806,0,0,2,0,6,0,0,0,,SENECA ELEMENTARY SCHOOL PTA
237102241,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% MELISSA MCLEOD,190 W OSTEND STREET,,BALTIMORE,MD,21230-3794,39.275414,-76.619873,1,1999,3,9,1200,196905,1,16,263059264,5,1,201806,0,0,2,0,6,0,0,0,,WOODMOOR ELEMENTARY PTA
237103956,KNIGHTS OF COLUMBUS,% JAMES JOHNSON,6509 HARFORD RD,,BALTIMORE,MD,21214-1302,39.361877,-76.552684,1,1999,3,9,1200,196905,1,16,036029265,5,1,201806,3,3,1,0,6,36847,64584,38339,,WESTCHESTER ELEMENTARY PTA
237104476,ARCHBISHOP FRANCIS P KEOUGH ASSEMBLY 385 FOURTH DEGREE K OF C,,16 HORNEY CT,,BALTIMORE,MD,21221-3000,39.304949,-76.436833,1,1999,3,9,1200,196905,1,16,036029265,5,1,201706,0,0,2,0,6,0,0,0,,WOODLAWN SENDIOR HIGH PTA
237105896,BALTIMORE BAR FOUNDATION INC,,111 N CALVERT ST STE 627,,BALTIMORE,MD,21202-1917,39.290827,-76.611666,1,1999,3,9,1200,196905,1,16,059602120,5,1,201905,0,0,2,0,5,0,0,0,,SPARROWS POINT SR HIGH PTA
237106683,KNIGHTS OF COLUMBUS,% MICHAEL FOREHAND,16 HORNEY CT,,BALTIMORE,MD,21221-3000,39.304949,-76.436833,1,1999,3,9,1200,196905,1,16,036029265,5,1,201806,3,3,2,0,6,34112,45567,32976,,STONELEIGH ELEMENTARY SCHOOL PTA
237107984,KNIGHTS OF COLUMBUS,% CARL E CUNEO,4110 AND ONE HALF PINE HILL RD,,BALTIMORE,MD,21236-0000,39.392107,-76.489277,0.22,1999,3,9,1200,196905,1,16,036029265,5,1,201606,0,0,2,0,6,0,0,0,,JOHNNYCAKE ELEMENTARY PTA
237108507,KNIGHTS OF COLUMBUS,% ROBERT J GILSON,7910 HARFORD RD,,BALTIMORE,MD,21234-5837,39.375062,-76.541987,1,1999,3,9,1200,196905,1,16,036029265,5,1,201806,0,0,2,0,6,0,0,0,,MILFORD MIL ACADEMY PTA
237111735,NEW FRONTIERS OF FAITH CHRUCH,,1100 BEAUMONT AVE,,BALTIMORE,MD,21212-4351,39.350978,-76.600054,1,1999,3,9,1200,196905,1,16,001000000,5,1,201906,0,0,2,0,6,0,0,0,,SOUTHWEST ACADEMY
237111738,NEW TESTAMENT BAPTIST CHURCH,,1720 E PRATT ST,,BALTIMORE,MD,21231-1816,39.289442,-76.592693,1,1999,3,9,1200,196905,1,16,001000000,5,1,201806,0,0,2,0,6,0,0,0,,CHASE ELEMENTARY PTA
237111746,UNIVERSAL CHRISTIAN CHURCH,,8648 OAKLEIGH RD,,BALTIMORE,MD,21234-3827,39.397166,-76.556009,1,1999,3,9,1200,196905,1,16,001000000,5,1,201706,0,0,2,0,6,0,0,0,,CAMPFIELD EARLY CHILDHOOD CENTER
237112082,YESHIVAT CHEMDAT SHMUEL INC,,6807 OLD PIMLICO RD,,BALTIMORE,MD,21209-1613,39.377676,-76.676367,1,1999,3,9,1200,196905,1,16,001000000,5,1,201906,0,0,2,0,6,0,0,0,,CHARLESMONT ELEMENTARY PTA
237112497,ALLIANCE FRANCAISE DE BALTIMORE INC,% RONALD COHEN,PO BOX 9447,,,,,0,0,0,0,3,3,1200,201801,1,16,059279000,1,1,201812,0,0,2,0,12,0,0,0,W24,
237115472,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,,1100 MACE AVE,,BALTIMORE,MD,21221-3315,39.325156,-76.472655,1,0,3,3,1000,201805,1,16,059035000,5,1,,0,0,2,0,11,0,0,0,B94,
237116816,GAMMA SIGMA SIGMA NATIONAL SERVICE SORORITY,% DEANNA MILES-BROWN,4800 COLEHERNE RD,,BALTIMORE,MD,21229-1405,39.294182,-76.701523,1,1999,3,9,1200,196905,1,16,036000000,5,1,201806,0,0,2,0,6,0,0,0,,BALTIMORE HIGHLAND SCHOOL
237118467,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% MICHAEL STEWART,5505 PLYMOUTH RD,,BALTIMORE,MD,21214-1619,39.357521,-76.571096,1,1999,3,9,1200,196905,1,16,263059264,5,1,201906,0,0,2,0,6,0,0,0,,GRANGE ELEMENTARY SCHOOL
237118855,SMITH COLLEGE CLUB OF BALTIMORE,,4 EASTSHIP RD,,BALTIMORE,MD,21222-4403,39.260428,-76.519198,1,1999,3,9,1200,196905,1,16,561602059,5,1,201806,0,0,2,0,6,0,0,0,,HARFORD HILLS ELEMENTARY
237121084,BRYN MAWR SCHOOL ALUMNAE ASSOCIATION,% THE BRYN MAWR SCHOOL,109 W MELROSE AVE,,BALTIMORE,MD,21210-1326,39.363962,-76.630322,1,1999,3,9,1200,196905,1,16,034040000,5,1,201706,0,0,2,0,6,0,0,0,,FEATHERBED LANE ELEMENTARY PTA
237121331,GLENWOOD LIFE-COUNSELING CENTER INC,,516 GLENWOOD AVE,,BALTIMORE,MD,21212-4230,39.354103,-76.608523,1,1999,3,9,1200,196905,1,16,402000000,5,1,201906,0,0,2,0,6,0,0,0,,FORT GARRISON ELEMENTARY PTA
237127440,COPPIN STATE COLLEGE DEVELOPMENT FOUNDATION INC,,2500 W NORTH AVE,,BALTIMORE,MD,21216-3633,39.311894,-76.65822,1,1999,3,9,1200,196905,1,16,059602561,5,1,201906,0,0,2,0,6,0,0,0,,GENERAL JOHN SGTSRICKER JR HIGH PTA
237133903,VOLUNTEERS OPPOSING LEAKIN PARK EXPRESSWAY INC,,1329 BOLTON ST,,BALTIMORE,MD,21217-4102,39.306106,-76.62458,1,0,3,3,7000,196909,1,10,059000000,1,1,,0,0,6,0,12,0,0,0,,
237133944,OMICRON KAPPA UPSILON HONORARY DENTAL SOCIETY SUPREME,% ANDREW NOLAN,650 WEST BALTIMORE ST STE 6263,,BALTIMORE,MD,21201-1510,39.289653,-76.625923,1,0,3,3,2000,196909,1,13,040000000,1,1,201806,9,8,1,0,6,69116061,14617145,6668673,B110,
237135987,ELGERTS SPORTSMEN ASSOCIATION INC,% ELGERTS SPORTSMEN ASSOCIATION INC,PO BOX 7346,,,,,0,0,0,0,3,3,1200,201804,1,15,319318000,1,1,201812,0,0,2,0,12,0,0,0,J22,
237138000,TALL CEDARS OF LEBANON OF NORTH AMERICA,% AL TYNAN,5552 DOLORES AVE,,BALTIMORE,MD,21227-2727,39.245352,-76.702495,1,0,3,3,1270,196910,1,10,402602000,1,1,,0,0,6,0,12,0,0,0,,AL-RAHMAH SCHOOL
237140447,FRATERNAL ORDER OF POLICE,,9304 HARFORD RD,,BALTIMORE,MD,21234-3109,39.39165,-76.528182,1,0,3,3,1000,197301,1,4,263059602,1,1,201809,5,3,0,1,9,757562,35761,0,,
237145941,TRAVELERS PROTECTIVE ASSOCIATION OF AMERICA,% HERBERT STRUDER,602 ARLEWOOD RD,,BALTIMORE,MD,21228-3434,39.278009,-76.730208,1,0,3,3,1000,196912,1,4,265000000,1,1,201812,3,1,0,1,12,38393,470,0,,
237146761,UNITED TEMPLE OF GOD HOLINESS CHURCH INC,,1035 W BALTIMORE ST,,BALTIMORE,MD,21223-2523,39.288504,-76.634929,1,0,3,3,1200,197003,1,16,001000000,1,1,201906,4,3,1,0,6,379336,90998,90998,,FELLS POINT CORNER THEATRE
237147404,AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,% LAUREN MYERS,1211 CATHEDRAL ST,,BALTIMORE,MD,21201-5516,39.304026,-76.617994,1,0,3,3,2000,197002,1,16,059179000,1,1,201806,5,4,1,0,6,742322,160240,160240,B990,
237157447,FUTURE BUSINESS LEADERS OF AMERICA PHI BETA LAMBDA INC,% CHARLES S WALLACE,200 W BALTIMORE ST,,BALTIMORE,MD,21201-2549,39.289726,-76.618378,1,0,3,3,7000,197002,1,10,059200205,1,2,,0,0,6,0,12,0,0,0,,
237158409,ROLLING HILLS WOMANS CLUB INCORPORATED,,2132 ROCKWELL AVE,,BALTIMORE,MD,21228-4717,39.278387,-76.767871,1,0,3,3,7000,197002,1,10,402000000,1,2,,1,1,6,0,12,0,0,0,,
237177305,CATHOLIC DAUGHTERS OF THE AMERICAS,,724 HIGHWOOD DR,,BALTIMORE,MD,21212-2709,39.369195,-76.60287,1,0,3,3,1200,197002,1,16,000000000,1,1,201806,4,5,1,0,6,485156,650599,650599,,
237177306,CATHOLIC DAUGHTERS OF THE AMERICAS,% RITA SIARKOWSKI,3201 HARWELL AVE,,BALTIMORE,MD,21213-1152,39.321619,-76.57491,1,0,3,3,2000,197002,1,11,000000000,1,1,201809,7,6,1,0,9,5259340,1239608,1239608,J220,
237177349,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,3,3,1200,197002,1,16,430059480,1,1,201812,4,3,1,0,12,101516,52746,52746,,
237177387,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,3,3,1000,201806,1,16,430059480,1,1,201812,0,0,2,0,12,0,0,0,S31,
237177398,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,5,3,3000,197109,2,0,430059480,5,1,201806,4,4,1,0,6,153348,404874,354394,,
237177411,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,3,3,7000,197008,1,10,000000000,1,1,,4,4,6,0,12,0,0,0,,
237180620,BALTIMORE COMMUNITY FOUNDATION INC,% JOHN MUCHAI,2 EAST READ STREET NO 9TH FL,,BALTIMORE,MD,21202-6903,39.299883,-76.615443,1,1999,3,9,1000,197002,1,16,602903000,5,1,201906,0,0,2,0,6,0,0,0,,LOGAN ELEMENTARY SCHOOL PTA
237181726,LIGHTHOUSE INC,,60 MELLOR AVE,,BALTIMORE,MD,21228-5104,39.269459,-76.733434,1,0,3,3,1000,197703,1,10,059402000,1,1,,0,0,6,0,9,0,0,0,,
237181971,AUM CENTER INC,,4801 YELLOWWOOD AVE,,BALTIMORE,MD,21209-4622,39.347479,-76.657431,1,0,3,3,7000,197103,1,10,030000000,1,1,,4,4,6,0,12,0,0,0,,
237184709,POLISH NATIONAL ALLIANCE OF THE UNITED STATES OF NA 0238 LODGE,% MALGORZATA BONDYRA,1627 EASTERN AVE,,BALTIMORE,MD,21231-2300,39.28537,-76.594367,1,0,6,3,2000,197104,2,0,036059211,5,1,201806,5,4,1,0,6,563664,295848,295848,,
237188661,THE SOCIETY FOR THE PRESERVATION OF FEDERAL HILL AND FELLS POINT INC,,812 S ANN ST,,BALTIMORE,MD,21231-3403,39.282209,-76.591402,1,0,3,3,7000,197011,1,10,927062120,5,1,,0,0,6,0,5,0,0,0,,
237191848,FRATERNAL ORDER OF POLICE,,3920 BUENA VISTA AVE,,BALTIMORE,MD,21211-1704,39.334931,-76.641184,1,0,3,3,1200,197012,1,15,265000000,1,1,201806,8,8,1,0,6,43584869,11723584,11561924,B43I,
